_key,season,home_team_name,away_team_name,half_time_score,full_time_score,full_time_result,home_GK_name,home_GK_assistence,home_GK_won_contest,home_GK_tackles,home_GK_goals,home_GK_red_card,home_GK_yellow_card,home_GK_touches,home_GK_lost,home_GK_rate,home_GK_fouls,home_GK_blocks,home_DC_name,home_DC_assistence,home_DC_won_contest,home_DC_tackles,home_DC_goals,home_DC_red_card,home_DC_yellow_card,home_DC_touches,home_DC_lost,home_DC_rate,home_DC_fouls,home_DC_blocks,home_DR_name,home_DR_assistence,home_DR_won_contest,home_DR_tackles,home_DR_goals,home_DR_red_card,home_DR_yellow_card,home_DR_touches,home_DR_lost,home_DR_rate,home_DR_fouls,home_DR_blocks,home_DL_name,home_DL_assistence,home_DL_won_contest,home_DL_tackles,home_DL_goals,home_DL_red_card,home_DL_yellow_card,home_DL_touches,home_DL_lost,home_DL_rate,home_DL_fouls,home_DL_blocks,home_DMC_name,home_DMC_assistence,home_DMC_won_contest,home_DMC_tackles,home_DMC_goals,home_DMC_red_card,home_DMC_yellow_card,home_DMC_touches,home_DMC_lost,home_DMC_rate,home_DMC_fouls,home_DMC_blocks,home_ML_name,home_ML_assistence,home_ML_won_contest,home_ML_tackles,home_ML_goals,home_ML_red_card,home_ML_yellow_card,home_ML_touches,home_ML_lost,home_ML_rate,home_ML_fouls,home_ML_blocks,home_MR_name,home_MR_assistence,home_MR_won_contest,home_MR_tackles,home_MR_goals,home_MR_red_card,home_MR_yellow_card,home_MR_touches,home_MR_lost,home_MR_rate,home_MR_fouls,home_MR_blocks,home_MC_name,home_MC_assistence,home_MC_won_contest,home_MC_tackles,home_MC_goals,home_MC_red_card,home_MC_yellow_card,home_MC_touches,home_MC_lost,home_MC_rate,home_MC_fouls,home_MC_blocks,home_FW_name,home_FW_assistence,home_FW_won_contest,home_FW_tackles,home_FW_goals,home_FW_red_card,home_FW_yellow_card,home_FW_touches,home_FW_lost,home_FW_rate,home_FW_fouls,home_FW_blocks,home_Sub_name,home_Sub_assistence,home_Sub_won_contest,home_Sub_tackles,home_Sub_goals,home_Sub_red_card,home_Sub_yellow_card,home_Sub_touches,home_Sub_lost,home_Sub_rate,home_Sub_fouls,home_Sub_blocks,home_AMC_name,home_AMC_assistence,home_AMC_won_contest,home_AMC_tackles,home_AMC_goals,home_AMC_red_card,home_AMC_yellow_card,home_AMC_touches,home_AMC_lost,home_AMC_rate,home_AMC_fouls,home_AMC_blocks,home_AMR_name,home_AMR_assistence,home_AMR_won_contest,home_AMR_tackles,home_AMR_goals,home_AMR_red_card,home_AMR_yellow_card,home_AMR_touches,home_AMR_lost,home_AMR_rate,home_AMR_fouls,home_AMR_blocks,home_AML_name,home_AML_assistence,home_AML_won_contest,home_AML_tackles,home_AML_goals,home_AML_red_card,home_AML_yellow_card,home_AML_touches,home_AML_lost,home_AML_rate,home_AML_fouls,home_AML_blocks,home_DMR_name,home_DMR_assistence,home_DMR_won_contest,home_DMR_tackles,home_DMR_goals,home_DMR_red_card,home_DMR_yellow_card,home_DMR_touches,home_DMR_lost,home_DMR_rate,home_DMR_fouls,home_DMR_blocks,home_DML_name,home_DML_assistence,home_DML_won_contest,home_DML_tackles,home_DML_goals,home_DML_red_card,home_DML_yellow_card,home_DML_touches,home_DML_lost,home_DML_rate,home_DML_fouls,home_DML_blocks,home_FWR_name,home_FWR_assistence,home_FWR_won_contest,home_FWR_tackles,home_FWR_goals,home_FWR_red_card,home_FWR_yellow_card,home_FWR_touches,home_FWR_lost,home_FWR_rate,home_FWR_fouls,home_FWR_blocks,home_FWL_name,home_FWL_assistence,home_FWL_won_contest,home_FWL_tackles,home_FWL_goals,home_FWL_red_card,home_FWL_yellow_card,home_FWL_touches,home_FWL_lost,home_FWL_rate,home_FWL_fouls,home_FWL_blocks
774,16-17,Leicester,Bournemouth,0 : 1,1 : 1,D,Kasper Schmeichel,,,,,,,34,,6.5,,3,Yohan Benalouane,,,1,,,1,24,1,6.17,3,,Danny Simpson,,,3,,,1,58,,6.95,1,,Ben Chilwell,,2,2,,,1,76,1,6.98,1,,,,,,,,,,,,,,Marc Albrighton,,2,3,,,,43,2,7.05,,,Riyad Mahrez,,3,3,,,1,78,,7.96,1,,Wilfred Ndidi,,1,5,,,,62,3,6.83,2,,Jamie Vardy,,2,,1,,,34,6,7.87,1,,Ron-Robert Zieler,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
775,16-17,Liverpool,Middlesbrough,1 : 0,3 : 0,H,Simon Mignolet,,,,,,,27,,7.8,,3,Dejan Lovren,,,1,,,,95,6,6.9,1,,Nathaniel Clyne,,,1,,,,87,,6.88,,,James Milner,,,5,,,,85,3,7.57,5,,Emre Can,,1,2,,,,96,5,7.26,4,,,,,,,,,,,,,,,,,,,,,,,,,,Georginio Wijnaldum,1,,,1,,,77,2,8.2,1,,Daniel Sturridge,,,,,,,36,,6.57,,,Divock Origi,,,,,,,3,,5.99,,,Adam Lallana,,1,,1,,,89,3,8.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
776,16-17,Manchester United,Crystal Palace,2 : 0,2 : 0,H,Joel Pereira,,,,,,,33,,6.78,,1,Phil Jones,,2,,,,,77,,7.15,,,Timothy Fosu-Mensah,,,4,,,,55,3,7.31,3,,Demetri Mitchell,,2,5,,,,81,,8.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Paul Pogba,1,1,1,1,,,49,1,7.88,2,,Wayne Rooney,,1,1,,,,48,3,6.98,,,Kieran OHara,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jesse Lingard,,2,,,,,27,1,6.66,,,Josh Harrop,,1,6,1,,,68,,8.34,4,
777,16-17,Southampton,Stoke,0 : 0,0 : 1,A,Fraser Forster,,,,,,,32,,6.44,,1,Jack Stephens,,1,,,,1,55,1,6.46,1,,Cédric Soares,,,1,,,,52,3,6.83,,,Ryan Bertrand,,1,2,,,,83,3,6.47,,,Steven Davis,,,2,,,,80,,7.14,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Charlie Austin,,,,,,,32,3,6.1,,,Manolo Gabbiadini,,,,,,,10,2,6.19,,,Dusan Tadic,,,,,,,49,1,5.82,1,,James Ward-Prowse,,,,,,,58,1,6.4,2,,Nathan Redmond,,1,2,,,,53,2,6.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
778,16-17,Swansea,West Bromwich Albion,0 : 1,2 : 1,H,Kristoffer Nordfeldt,,,,,,,37,,6.29,,4,Alfie Mawson,,1,1,,,,70,3,7.37,,,Kyle Naughton,,1,1,,,,103,2,7.26,1,,Martin Olsson,,3,2,,,,77,1,7.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Leroy Fer,,,4,,,,80,,7.1,,,Fernando Llorente,1,1,,1,,,35,4,8.01,2,,Jordi Amat,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jordan Ayew,,1,3,1,,,56,,7.71,1,,Gylfi Sigurdsson,,,,,,,71,,6.68,,
779,16-17,Watford,Manchester City,0 : 4,0 : 5,A,Heurelho Gomes,,,,,,,36,,5.67,,3,Valon Behrami,,,5,,,,33,,5.68,1,,Daryl Janmaat,,,4,,,,30,,6.19,,,Brandon Mason,,1,1,,,,43,,6.07,2,,Abdoulaye Doucouré,,1,1,,,1,46,,5.54,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Stefano Okaka,,2,2,,,,31,4,6.04,2,,Andrew Eleftheriou,,,2,,,,26,,6.28,,,Etienne Capoue,,1,1,,,,40,2,6.05,1,,Nordin Amrabat,,,1,,,,25,,5.71,1,,MBaye Niang,,4,1,,,,39,,6.4,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
780,16-17,Leicester,Arsenal,0 : 0,0 : 0,D,Kasper Schmeichel,,,,,,,43,,7.31,,4,Robert Huth,,,1,,,,24,2,6.83,1,,Danny Simpson,,,5,,,,82,2,8.01,1,,Christian Fuchs,,,3,,,,43,,7.22,,,,,,,,,,,,,,,Marc Albrighton,,1,,,,,52,,6.43,,,Riyad Mahrez,,3,3,,,,73,3,7.81,2,,Daniel Drinkwater,,,6,,,,95,3,7.39,2,,Shinji Okazaki,,1,2,,,,34,6,6.39,1,,Demarai Gray,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
781,16-17,Liverpool,Burnley,1 : 1,2 : 1,H,Simon Mignolet,,,,,,,48,,5.99,,,Ragnar Klavan,,,,,,,66,1,6.35,,,Nathaniel Clyne,,2,,,,,69,,6.62,1,,James Milner,,,,,,,93,1,6.44,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Emre Can,,,2,1,,1,75,3,8.28,4,,Divock Origi,1,,,,,,30,15,6.6,2,,Loris Karius,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sadio Mané,,2,,,,,70,4,6.98,,,Philippe Coutinho,,,,,,,51,1,6.18,,
782,16-17,Manchester United,Southampton,1 : 0,2 : 0,H,David de Gea,,,,,,,21,,6.64,,1,Daley Blind,,,2,,,,46,,7.06,,,Antonio Valencia,,3,1,,,,74,1,7.5,2,,Luke Shaw,,1,,,,,53,,7.3,,,Paul Pogba,,9,1,,,,107,1,8.85,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Zlatan Ibrahimovic,,,2,2,,,47,1,8.3,1,,Sergio Romero,,,,,,,,,0,,,Wayne Rooney,1,,,,,,49,,7.18,1,,Juan Mata,,1,1,,,,55,,7.15,,,Anthony Martial,,,,,,,35,1,6.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
783,16-17,Stoke,Manchester City,0 : 2,1 : 4,A,Shay Given,,,,,,,40,,5.59,,2,Ryan Shawcross,,1,1,,,1,46,2,5.82,2,,Phil Bardsley,,,4,,,,51,,6.76,1,,Erik Pieters,,,3,,,,78,2,6.36,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Giannelli Imbula,,2,1,,,,25,1,6.13,,,Mame Biram Diouf,,,1,,,,33,10,6.58,2,,Jakob Haugaard,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bojan,,2,1,1,,1,44,1,6.93,2,,Marko Arnautovic,,4,1,,,,39,1,6.44,2,
784,16-17,Sunderland,Middlesbrough,0 : 2,1 : 2,A,Vito Mannone,,,,,,,27,,5.71,,1,John OShea,,,,,,,21,1,6.25,,,Donald Love,,2,3,,,,75,2,7.25,2,,Patrick van Aanholt,,2,2,1,,,66,1,7.68,1,,Paddy McNair,,,2,,,,28,3,5.93,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jermain Defoe,,1,1,,,,25,1,6.35,,,Wahbi Khazri,,,,,,,,,0,,,Lynden Gooch,,3,3,,,1,61,1,7.08,3,,Adnan Januzaj,,6,,,,,53,1,7.35,,,Duncan Watmore,,5,1,,,,45,,7.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
785,16-17,Swansea,Hull,0 : 0,0 : 2,A,Lukasz Fabianski,,,,,,,23,,6.06,,2,Jordi Amat,,,2,,,,85,4,7.37,,,Kyle Naughton,,1,4,,,,109,1,7.36,,,Stephen Kingsley,,2,1,,,,63,,6.5,,,Leroy Fer,,2,,,,,69,3,7.06,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Fernando Llorente,,,,,,,47,,6.11,2,,Kristoffer Nordfeldt,,,,,,,,,0,,,Gylfi Sigurdsson,,,1,,,,70,2,6.77,,,Modou Barrow,,2,2,,,,62,,6.82,1,,Wayne Routledge,,,,,,,35,1,6.63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
786,16-17,Tottenham,Crystal Palace,0 : 0,1 : 0,H,Michel Vorm,,,,,,,36,,6.75,,2,Toby Alderweireld,,,1,,,,58,,7,,,Kyle Walker,,3,2,,,1,62,1,7.68,,,Danny Rose,,,9,,,,85,,7.74,3,,Victor Wanyama,,1,3,1,,,74,1,7.93,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Vincent Janssen,,,2,,,,43,1,6.89,5,,Dele Alli,,,,,,,13,1,6.3,1,,Harry Kane,1,1,2,,,,43,2,7.46,,,Christian Eriksen,,1,1,,,,44,1,6.32,2,,Erik Lamela,,1,2,,,,72,,7.4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
787,16-17,Watford,Chelsea,0 : 0,1 : 2,A,Heurelho Gomes,,,,,,,39,,6.12,,2,Sebastian Prödl,,,1,,,,32,1,6.38,2,,,,,,,,,,,,,,,,,,,,,,,,,,Valon Behrami,,,4,,,1,59,1,6.51,3,,José Holebas,,2,2,,,1,53,,6.54,,,Nordin Amrabat,,2,7,,,,65,,7.63,1,,Adlène Guédioura,1,2,1,,,,48,,6.95,3,,Odion Ighalo,,2,,,,,27,4,6.07,2,,Costel Pantilimon,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
788,16-17,West Bromwich Albion,Everton,1 : 1,1 : 2,A,Ben Foster,,,,,,,32,,7.04,,5,Gareth McAuley,,,3,1,,,35,1,7.63,1,,Craig Dawson,,,3,,,,50,2,6.47,,,Jonny Evans,,2,3,,,1,58,,6.34,2,,,,,,,,,,,,,,Craig Gardner,1,1,1,,,,25,,7.05,2,,Matt Phillips,,2,1,,,,25,1,6.3,,,Claudio Yacob,,,6,,,,51,1,7.18,3,,Salomón Rondón,,2,,,,,33,4,6.25,,,Kane Wilson,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
789,16-17,West Ham,Bournemouth,0 : 0,1 : 0,H,Adrian,,,,,,,28,,7.57,,5,Winston Reid,,,1,,,1,43,1,7.72,1,,Sam Byram,,,1,,,1,74,2,7.22,1,,Arthur Masuaku,,1,3,,,,70,2,7.31,1,,Cheikhou Kouyaté,,2,1,,,,51,,7.37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Enner Valencia,,,,,,,18,10,5.94,3,,Reece Oxford,,,,,,,,,0,,,Mark Noble,,,4,,,,77,,7.39,3,,Gökhan Töre,1,3,2,,,,46,2,7.83,3,,Michail Antonio,,4,2,1,,,54,3,8.63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
790,16-17,Chelsea,Burnley,2 : 0,3 : 0,H,Thibaut Courtois,,,,,,,29,,6.63,,,Gary Cahill,,,,,,,68,1,7.12,,,Branislav Ivanovic,,,,,,1,77,2,6.95,1,,César Azpilicueta,,,,,,,88,,7.13,1,,NGolo Kanté,,1,2,,,,72,2,7.32,,,Eden Hazard,,2,1,1,,,91,1,8.79,,,Willian,,1,,1,,,66,2,8.05,1,,Nemanja Matic,1,,1,,,,79,2,7.52,,,Diego Costa,1,3,,,,,55,2,7.52,,,Cesc Fàbregas,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
791,16-17,Crystal Palace,Bournemouth,0 : 1,1 : 1,D,Steve Mandanda,,,,,,,38,,6.77,,2,Scott Dann,,1,1,1,,,60,2,8.45,,,Joel Ward,,,1,,,,57,,6.49,3,,Pape Souaré,,1,1,,,,72,1,7.17,1,,,,,,,,,,,,,,Andros Townsend,,2,4,,,,59,1,6.99,1,,Jason Puncheon,1,5,5,,,,92,,9.16,,,Yohan Cabaye,,,2,,,1,71,,5.99,1,,Christian Benteke,,,,,,,39,2,7.17,2,,Julian Speroni,,,,,,,,,0,,,Connor Wickham,,1,1,,,,28,2,6.35,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
792,16-17,Everton,Stoke,0 : 0,1 : 0,H,Maarten Stekelenburg,,,,,,,40,,7.5,,1,Phil Jagielka,,,2,,,,78,2,7.92,,,Mason Holgate,,2,2,,,,62,1,7.72,,,Leighton Baines,,1,1,,,,54,3,7.07,2,,Gareth Barry,,,3,,,1,90,4,7.03,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Romelu Lukaku,,7,,,,,45,4,7.54,1,,Bryan Oviedo,,,,,,,,,0,,,Ross Barkley,,1,,,,1,58,1,6.55,2,,Yannick Bolasie,,5,2,,,,44,1,7.36,4,,Kevin Mirallas,,,,,,,49,1,6.62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
793,16-17,Hull,Manchester United,0 : 0,0 : 1,A,Eldin Jakupovic,,,,,,,57,,7.78,,8,Curtis Davies,,,2,,,,52,2,8.6,,,Ahmed El Mohamady,,1,4,,,,74,,7.04,,,Andrew Robertson,,2,1,,,,60,1,6.81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sam Clucas,,,3,,,,56,1,6.36,,,Abel Hernandez,,,,,,,22,4,6.24,2,,Harry Maguire,,,,,,,3,,5.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Robert Snodgrass,,,,,,,21,1,6.25,2,,Adama Diomande,,,2,,,,49,4,5.92,1,
794,16-17,Leicester,Swansea,1 : 0,2 : 1,H,Kasper Schmeichel,,,1,,,,31,,6.88,,2,Robert Huth,1,,,,,1,34,1,6.6,1,,Danny Simpson,,1,2,,,1,55,1,7.28,1,,Christian Fuchs,,1,1,,,,77,2,7.12,3,,,,,,,,,,,,,,Marc Albrighton,,2,2,,,,44,1,7.2,,,Riyad Mahrez,,1,1,,,,61,2,6.49,,,Daniel Drinkwater,1,,3,,,,83,3,7.61,1,,Jamie Vardy,,2,2,1,,,32,1,7.6,2,,Ron-Robert Zieler,,,,,,,11,,6.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
795,16-17,Manchester City,West Ham,2 : 0,3 : 1,H,Willy Caballero,,,,,,,38,,6.02,,1,John Stones,,1,,,,,53,,6.68,,,Pablo Zabaleta,,,4,,,,79,4,6.72,,,Gael Clichy,,,3,,,,85,2,7.39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Fernandinho,,1,3,1,,1,85,3,7.77,1,,Sergio Agüero,,4,,,,,43,2,6.76,,,Fernando,,,,,,,1,1,6.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Raheem Sterling,,3,2,2,,,68,,9.06,,,Nolito,1,2,2,,,,46,1,7.67,1,
796,16-17,Southampton,Sunderland,0 : 0,1 : 1,D,Fraser Forster,,,,,,,30,,5.93,,1,José Fonte,,,,,,,64,1,6.3,2,,Cédric Soares,,,2,,,,57,2,6.6,,,Matt Targett,,1,2,,,,66,2,7.18,1,,Oriol Romeu,,,2,,,,81,1,7.21,2,,,,,,,,,,,,,,,,,,,,,,,,,,Pierre-Emile Højbjerg,,1,4,,,,83,,6.97,,,Nathan Redmond,,4,1,,,1,53,2,7.32,1,,Jordy Clasie,,,,,,,,,0,,,Dusan Tadic,,1,,,,,39,2,6.46,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
797,16-17,Tottenham,Liverpool,0 : 1,1 : 1,D,Michel Vorm,,,1,,,,52,,6.38,,2,Toby Alderweireld,,,,,,,70,1,7,2,,Kyle Walker,,,2,,,,16,,6.53,,,Danny Rose,,2,3,1,,1,64,,8.07,2,,Eric Dier,,1,1,,,,57,1,6.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Harry Kane,,,,,,,35,,6.42,1,,Harry Winks,,,,,,,,,6,,,Dele Alli,,3,4,,,1,64,,7.1,1,,Erik Lamela,1,2,3,,,,58,2,7.33,1,,Christian Eriksen,,,2,,,,61,,6.89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
798,16-17,Watford,Arsenal,0 : 3,1 : 3,A,Heurelho Gomes,,,,,,,43,,6.61,,4,Sebastian Prödl,,,,,,1,46,,5.84,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Adlène Guédioura,,1,1,,,,33,,6,,,Troy Deeney,,,,,,1,36,10,6.41,1,,Costel Pantilimon,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Nordin Amrabat,,3,2,,,1,60,1,5.58,4,,José Holebas,,2,,,,1,60,,6.29,3,,,,,,,,,,,,,,,,,,,,,,,,,
799,16-17,West Bromwich Albion,Middlesbrough,0 : 0,0 : 0,D,Ben Foster,,,,,,,30,,6.77,,2,Gareth McAuley,,2,2,,,,37,1,7.08,1,,Craig Dawson,,,,,,,50,3,6.9,1,,Brendan Galloway,,1,2,,,,56,4,7.53,2,,Claudio Yacob,,,4,,,1,47,3,7.1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Salomón Rondón,,,,,,,37,11,5.72,1,,Jonathan Leko,,,,,,,,1,6.02,,,Sam Field,,1,1,,,,47,1,6.59,2,,Matt Phillips,,3,1,,,,43,1,7.21,,,James McClean,,2,3,,,,40,3,7.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
800,16-17,Arsenal,Southampton,1 : 1,2 : 1,H,Petr Cech,,,,,,,30,,6.86,,5,Laurent Koscielny,,,1,1,,,79,5,7.69,,,Héctor Bellerín,,3,,,,,77,2,6.74,,,Nacho Monreal,,,2,,,1,97,,7.08,1,,Francis Coquelin,,2,3,,,,66,2,7.03,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lucas Pérez,,,,,,,31,1,6.18,,,David Ospina,,,,,,,,,0,,,Mesut Özil,,1,1,,,,80,,7.06,,,Theo Walcott,,1,,,,,25,3,6.35,4,,Alex Oxlade Chamberlain,,1,1,,,,54,1,6.44,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
801,16-17,Bournemouth,West Bromwich Albion,0 : 0,1 : 0,H,Artur Boruc,,,,,,,28,,7.17,,2,Steve Cook,,,3,,,,57,1,7.43,,,Adam Smith,1,1,1,,,1,85,,7.49,2,,Charlie Daniels,,4,1,,,,63,1,7.85,,,,,,,,,,,,,,,Junior Stanislas,,,1,,,,42,5,6.73,,,Jordon Ibe,,2,,,,,38,,6.74,1,,Harry Arter,,1,3,,,,80,1,7.19,,,Callum Wilson,,,1,1,,,41,,7.39,,,Jack Wilshere,,,,,,,24,,6.25,,,Joshua King,,3,1,,,,40,3,7.01,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
802,16-17,Burnley,Hull,0 : 0,1 : 1,D,Tom Heaton,,,,,,,36,,6.31,,2,Ben Mee,,,1,,,1,63,,7.18,2,,Matthew Lowton,,,1,,,,66,1,6.76,,,Stephen Ward,,,,,,,60,2,6.6,3,,,,,,,,,,,,,,Johann Berg Gudmundsson,,1,1,,,,44,,6.77,,,George Boyd,,1,3,,,,26,1,6.97,,,Dean Marney,1,,1,,,,70,,6.85,,,Sam Vokes,,,1,,,,32,2,6.76,,,Jon Flanagan,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
803,16-17,Liverpool,Leicester,2 : 1,4 : 1,H,Simon Mignolet,,,,,,,51,1,6.95,,2,Joel Matip,,,1,,,,72,,7.11,,,Nathaniel Clyne,,1,2,,,,74,1,7.24,,,James Milner,1,,2,,,,89,3,7.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jordan Henderson,,,3,,,1,77,1,7.11,1,,Daniel Sturridge,1,1,,,,,32,4,7.87,1,,Philippe Coutinho,,1,1,,,,19,1,6.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sadio Mané,1,5,1,1,,,73,1,9.55,1,,Roberto Firmino,,2,,2,,,70,4,9.22,1,
804,16-17,Manchester United,Manchester City,1 : 2,1 : 2,A,David de Gea,,,,,,,36,,7.02,,4,Daley Blind,,,3,,,,60,1,7.29,,,Antonio Valencia,,2,4,,,,67,1,7.18,2,,Luke Shaw,,1,2,,,,52,,6.5,1,,Paul Pogba,,5,2,,,,67,2,7.39,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Zlatan Ibrahimovic,,,2,1,,1,37,4,7.19,1,,Juan Mata,,,,,,,,,0,,,Wayne Rooney,,2,2,,,1,59,2,6.6,4,,Henrikh Mkhitaryan,,1,1,,,,32,,6.21,,,Jesse Lingard,,,,,,,13,,6.01,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
805,16-17,Middlesbrough,Crystal Palace,1 : 1,1 : 2,A,Víctor Valdés,,,,,,,31,,6.05,,2,Ben Gibson,,,,,,,83,4,6.31,,,Antonio Barragan,,4,8,,,,92,2,7.87,,,George Friend,,2,4,,,,86,6,6.37,1,,Adam Clayton,,1,1,,,,45,,6.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,alvaro Negredo,,1,1,,,,36,6,6.76,3,,Brad Guzan,,,,,,,,,0,,,Viktor Fischer,,,1,,,,26,1,6.18,,,Cristhian Stuani,,,2,,,,34,1,6.19,,,Stewart Downing,1,,3,,,,83,2,7.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
