_key,season,home_team_name,away_team_name,half_time_score,full_time_score,full_time_result,home_GK_name,home_GK_assistence,home_GK_won_contest,home_GK_tackles,home_GK_goals,home_GK_red_card,home_GK_yellow_card,home_GK_touches,home_GK_lost,home_GK_rate,home_GK_fouls,home_GK_blocks,home_DC_name,home_DC_assistence,home_DC_won_contest,home_DC_tackles,home_DC_goals,home_DC_red_card,home_DC_yellow_card,home_DC_touches,home_DC_lost,home_DC_rate,home_DC_fouls,home_DC_blocks,home_DR_name,home_DR_assistence,home_DR_won_contest,home_DR_tackles,home_DR_goals,home_DR_red_card,home_DR_yellow_card,home_DR_touches,home_DR_lost,home_DR_rate,home_DR_fouls,home_DR_blocks,home_DL_name,home_DL_assistence,home_DL_won_contest,home_DL_tackles,home_DL_goals,home_DL_red_card,home_DL_yellow_card,home_DL_touches,home_DL_lost,home_DL_rate,home_DL_fouls,home_DL_blocks,home_DMC_name,home_DMC_assistence,home_DMC_won_contest,home_DMC_tackles,home_DMC_goals,home_DMC_red_card,home_DMC_yellow_card,home_DMC_touches,home_DMC_lost,home_DMC_rate,home_DMC_fouls,home_DMC_blocks,home_ML_name,home_ML_assistence,home_ML_won_contest,home_ML_tackles,home_ML_goals,home_ML_red_card,home_ML_yellow_card,home_ML_touches,home_ML_lost,home_ML_rate,home_ML_fouls,home_ML_blocks,home_MR_name,home_MR_assistence,home_MR_won_contest,home_MR_tackles,home_MR_goals,home_MR_red_card,home_MR_yellow_card,home_MR_touches,home_MR_lost,home_MR_rate,home_MR_fouls,home_MR_blocks,home_MC_name,home_MC_assistence,home_MC_won_contest,home_MC_tackles,home_MC_goals,home_MC_red_card,home_MC_yellow_card,home_MC_touches,home_MC_lost,home_MC_rate,home_MC_fouls,home_MC_blocks,home_FW_name,home_FW_assistence,home_FW_won_contest,home_FW_tackles,home_FW_goals,home_FW_red_card,home_FW_yellow_card,home_FW_touches,home_FW_lost,home_FW_rate,home_FW_fouls,home_FW_blocks,home_Sub_name,home_Sub_assistence,home_Sub_won_contest,home_Sub_tackles,home_Sub_goals,home_Sub_red_card,home_Sub_yellow_card,home_Sub_touches,home_Sub_lost,home_Sub_rate,home_Sub_fouls,home_Sub_blocks,home_AMC_name,home_AMC_assistence,home_AMC_won_contest,home_AMC_tackles,home_AMC_goals,home_AMC_red_card,home_AMC_yellow_card,home_AMC_touches,home_AMC_lost,home_AMC_rate,home_AMC_fouls,home_AMC_blocks,home_AMR_name,home_AMR_assistence,home_AMR_won_contest,home_AMR_tackles,home_AMR_goals,home_AMR_red_card,home_AMR_yellow_card,home_AMR_touches,home_AMR_lost,home_AMR_rate,home_AMR_fouls,home_AMR_blocks,home_AML_name,home_AML_assistence,home_AML_won_contest,home_AML_tackles,home_AML_goals,home_AML_red_card,home_AML_yellow_card,home_AML_touches,home_AML_lost,home_AML_rate,home_AML_fouls,home_AML_blocks,home_DMR_name,home_DMR_assistence,home_DMR_won_contest,home_DMR_tackles,home_DMR_goals,home_DMR_red_card,home_DMR_yellow_card,home_DMR_touches,home_DMR_lost,home_DMR_rate,home_DMR_fouls,home_DMR_blocks,home_DML_name,home_DML_assistence,home_DML_won_contest,home_DML_tackles,home_DML_goals,home_DML_red_card,home_DML_yellow_card,home_DML_touches,home_DML_lost,home_DML_rate,home_DML_fouls,home_DML_blocks,home_FWR_name,home_FWR_assistence,home_FWR_won_contest,home_FWR_tackles,home_FWR_goals,home_FWR_red_card,home_FWR_yellow_card,home_FWR_touches,home_FWR_lost,home_FWR_rate,home_FWR_fouls,home_FWR_blocks,home_FWL_name,home_FWL_assistence,home_FWL_won_contest,home_FWL_tackles,home_FWL_goals,home_FWL_red_card,home_FWL_yellow_card,home_FWL_touches,home_FWL_lost,home_FWL_rate,home_FWL_fouls,home_FWL_blocks
741,15-16,Bournemouth,Swansea,1 : 1,3 : 2,H,Artur Boruc,,,,,,,26,,6.37,,2,Steve Cook,,,,1,,,45,2,8.43,1,,Adam Smith,,2,5,,,,62,,7.02,,,Charlie Daniels,,3,4,,,,70,,7.52,,,,,,,,,,,,,,,Max Gradel,1,1,3,1,,,44,1,7.94,1,,Matt Ritchie,1,,3,,,,75,1,7.67,1,,Andrew Surman,,1,,,,,55,,7.46,3,,Benik Afobe,,,1,,,,21,4,6.3,2,,Sylvain Distin,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
742,15-16,West Bromwich Albion,Norwich,0 : 0,0 : 1,A,Ben Foster,,,,,,,38,,6.01,,,Jonas Olsson,,,1,,,,35,1,6.61,1,,Craig Dawson,,,1,,,,66,1,6.55,2,,Jonny Evans,,,2,,,,72,3,7.27,,,Darren Fletcher,,,,,,,39,1,5.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Salomón Rondón,,,,,,,50,5,6.2,,,James Chester,,,,,,,,,0,,,Saido Berahino,,1,1,,,,36,,6.13,1,,Stéphane Sessegnon,,2,,,,,37,3,6.31,1,,Craig Gardner,,,4,,,,41,,6.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
743,15-16,Norwich,Chelsea,0 : 2,1 : 2,A,John Ruddy,,,,,,,37,,5.96,,,Russell Martin,,,1,,,,50,1,6.62,1,,Ivo Pinto,,1,1,,,,61,2,5.84,2,,Robbie Brady,,,1,,,,65,1,6.38,1,,,,,,,,,,,,,,Wes Hoolahan,1,2,2,,,,94,,7.46,1,,Nathan Redmond,,8,1,1,,,70,,8.22,2,,Jonny Howson,,2,4,,,1,59,1,6.94,1,,Cameron Jerome,,1,,,,,39,2,6.61,3,,Martin Olsson,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
744,15-16,Sunderland,Leicester,0 : 0,0 : 2,A,Vito Mannone,,,,,,,46,,7.16,,5,Younes Kaboul,,2,4,,,,55,2,8.56,,,DeAndre Yedlin,,1,1,,,,75,1,6.54,2,,Patrick van Aanholt,,1,4,,,,61,,6.8,2,,Jan Kirchhoff,,1,7,,,,81,3,7.46,1,,Wahbi Khazri,,3,3,,,,42,1,6.95,1,,Fabio Borini,,3,1,,,1,52,1,6.5,1,,Lee Cattermole,,,4,,,,55,1,7.09,1,,Jermain Defoe,,1,1,,,,30,3,6.32,,,Billy Jones,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
745,15-16,Leicester,Newcastle United,1 : 0,1 : 0,H,Kasper Schmeichel,,,,,,,40,,7.1,,2,Robert Huth,,,2,,,,54,1,7.78,,,Danny Simpson,,1,2,,,,71,3,7.58,1,,Christian Fuchs,,,2,,,,91,,7.12,,,,,,,,,,,,,,,Marc Albrighton,,2,1,,,,46,4,6.84,,,Riyad Mahrez,,1,,,,,63,2,6.97,1,,NGolo Kanté,,,8,,,,78,4,7.88,,,Shinji Okazaki,,,1,1,,,36,4,7.51,,,Daniel Amartey,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
746,15-16,Arsenal,Watford,2 : 0,4 : 0,H,David Ospina,,,,,,,41,,7.31,,2,Gabriel Paulista,,,,,,,84,3,7.87,,,Héctor Bellerín,,1,3,1,,,94,5,8.52,1,,Nacho Monreal,,,2,,,,76,,8.35,2,,Mohamed Elneny,,,2,,,1,142,1,7.41,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Danny Welbeck,,1,,,,,21,4,7.1,,,Olivier Giroud,,,,,,,10,,6.39,,,Mesut Özil,,,1,,,,128,,7.39,,,Alexis Sanchez,1,1,1,1,,,83,1,9,,,Alex Iwobi,,,,1,,,62,2,8.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
747,15-16,Sunderland,Crystal Palace,1 : 0,2 : 2,D,Vito Mannone,,,,,,,51,,7.11,,3,Lamine Koné,,,1,,,,54,1,6.38,,,DeAndre Yedlin,1,1,3,,,,72,1,6.81,1,,Patrick van Aanholt,,,1,,,,54,,6.04,,,Jan Kirchhoff,,,2,,,,52,3,6.99,,,Wahbi Khazri,,5,2,,,,60,1,7.42,,,Dame NDoye,,,,1,,,56,5,7.76,5,,Yann MVila,,,1,,,,77,,6.94,1,,Jermain Defoe,1,1,1,,,,30,2,7.25,1,,Sebastian Larsson,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
748,15-16,Swansea,Chelsea,1 : 0,1 : 0,H,Lukasz Fabianski,,,,,,,46,,7.3,,2,Federico Fernandez,,1,3,,,,52,1,7.94,,,Angel Rangel,,,6,,,1,71,,7.79,2,,Neil Taylor,,,3,,,1,44,,7.15,1,,Jack Cork,,2,3,,,,61,2,7.48,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Alberto Paloschi,,1,,,,1,39,1,6.5,4,,Modou Barrow,,,,,,,,,0,,,Gylfi Sigurdsson,,1,4,1,,,63,2,8.62,,,André Ayew,,,1,,,,42,2,6.58,1,,Jefferson Montero,,1,3,,,,49,1,6.82,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
749,15-16,Liverpool,Chelsea,0 : 1,1 : 1,D,Simon Mignolet,,,,,,,38,,7.42,,6,Dejan Lovren,,,1,,,,87,,6.7,2,,Nathaniel Clyne,,1,3,,,,75,,6.37,,,Alberto Moreno,,,2,,,,77,,7.32,,,,,,,,,,,,,,,Philippe Coutinho,,2,2,,,,78,2,7.43,,,Adam Lallana,,3,4,,,,62,,7.6,1,,James Milner,,,1,,,1,77,1,6.16,3,,Daniel Sturridge,,2,,,,,47,3,6.93,,,Lucas Leiva,,,,,,,,,0,,,Roberto Firmino,,2,6,,,,64,2,7.33,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
750,15-16,Aston Villa,Chelsea,0 : 2,0 : 4,A,Brad Guzan,,,,,,,35,,5.5,,4,Micah Richards,,,4,,,,35,,6.6,,,Alan Hutton,,,2,,1,,54,,4.71,4,,Aly Cissokho,,1,2,,,1,69,,5.83,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Idrissa Gueye,,2,1,,,1,66,,6.13,,,Rudy Gestede,,,,,,,51,5,6.76,,,Mark Bunn,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Carles Gil,,1,2,,,,47,,6.84,,,Jordan Ayew,,6,1,,,,62,2,7.31,2,
751,15-16,West Ham,Tottenham,1 : 0,1 : 0,H,Adrian,,,,,,,33,,7.09,,2,Angelo Ogbonna,,1,2,,,,38,,7.61,,,Cheikhou Kouyaté,,,,,,,35,2,7.73,,,Aaron Cresswell,,1,2,,,,56,6,6.85,2,,Mark Noble,,1,2,,,,59,2,7.65,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Emmanuel Emenike,,,,,,,27,6,6.33,1,,George Dobson,,,,,,,,,0,,,Manuel Lanzini,,3,1,,,,36,1,7.15,,,Michail Antonio,,1,3,1,,,64,1,8.34,,,Dimitri Payet,1,2,,,,,60,,7.99,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
752,15-16,Tottenham,Manchester United,0 : 0,3 : 0,H,Hugo Lloris,,,,,,,32,,6.75,,1,Toby Alderweireld,,,1,1,,,63,,8.7,,,Kyle Walker,,2,4,,,1,53,3,7.72,1,,Danny Rose,1,1,3,,,1,75,1,7.49,2,,Mousa Dembélé,,4,3,,,,65,2,8.28,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Harry Kane,,2,,,,,39,1,7.42,2,,Son Heung-Min,,1,,,,,8,,6.17,,,Dele Alli,,1,3,1,,1,57,1,8.02,2,,Erik Lamela,1,1,7,1,,,66,,9.17,,,Christian Eriksen,1,,1,,,,72,,7.99,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
753,15-16,Manchester United,Crystal Palace,1 : 0,2 : 0,H,David de Gea,,,1,,,,14,,6.5,,,Daley Blind,,1,5,,,,87,1,7.57,1,,Antonio Valencia,,2,4,,,,82,,7.82,1,,Matteo Darmian,,1,5,1,,1,78,1,8.37,2,,Morgan Schneiderlin,,,3,,,,101,3,6.97,2,,Anthony Martial,,2,3,,,,64,1,7.68,2,,Jesse Lingard,,,3,,,,49,,7.02,1,,Juan Mata,,1,2,,,,103,,7.49,,,Marcus Rashford,,1,,,,,33,,7.1,,,Marouane Fellaini,,,2,,,,20,1,6.32,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
754,15-16,Liverpool,Manchester City,2 : 0,3 : 0,H,Simon Mignolet,,,,,,,29,,6.88,,1,Dejan Lovren,,,2,,,,51,,7.31,,,Jon Flanagan,,1,6,,,,73,,8.29,1,,Nathaniel Clyne,,,3,,,,53,,7.31,,,,,,,,,,,,,,,Adam Lallana,1,3,7,1,,,77,,9.85,5,,James Milner,1,2,1,1,,,75,1,8.64,1,,Emre Can,,2,7,,,,87,2,8.41,1,,Divock Origi,,1,1,,,,26,2,6.91,1,,Alberto Moreno,,,,,,,,,0,,,Roberto Firmino,1,2,1,1,,,60,3,8.12,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
755,15-16,Watford,Everton,1 : 1,1 : 1,D,Heurelho Gomes,,,,,,,39,,7.38,,6,Miguel Britos,,,2,,,,38,1,5.9,1,,Juan Carlos Paredes,,,,,,,47,,6.28,1,,José Holebas,,,2,,,,52,,6.81,,,,,,,,,,,,,,,José Manuel Jurado,,2,,,,,31,,6.67,,,Valon Behrami,,,,,,,19,1,6.15,,,Ben Watson,,,4,,,,48,,7.17,3,,Odion Ighalo,,2,,,,1,29,3,6.52,2,,Sebastian Prödl,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
756,15-16,Manchester United,Watford,0 : 0,1 : 0,H,David de Gea,,,,,,,38,,7.18,,3,Timothy Fosu-Mensah,,,3,,,1,64,2,7.19,2,,Guillermo Varela,,2,3,,,,84,1,7.02,1,,Marcos Rojo,,,,,,,53,1,6.67,1,,Morgan Schneiderlin,,,,,,,77,3,7.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Marcus Rashford,,4,1,,,,42,2,7.66,1,,Joe Rothwell,,,,,,,,,0,,,Juan Mata,,2,2,1,,,77,,8.34,,,Anthony Martial,,1,1,,,,42,5,6.43,,,Memphis Depay,,3,,,,,55,,6.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
757,15-16,West Ham,Arsenal,2 : 2,3 : 3,D,Adrian,,,,,,,33,,6.25,,2,Winston Reid,,,3,,,,39,1,6.74,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Aaron Cresswell,1,,3,,,,57,2,7.63,,,Michail Antonio,1,1,2,,,1,60,,7.82,2,,Mark Noble,,3,5,,,,66,,7.71,1,,Andy Carroll,,,2,3,,1,39,7,9.99,4,,Reece Oxford,,,,,,,,,0,,,Manuel Lanzini,,1,1,,,,65,,7.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
758,15-16,Arsenal,Crystal Palace,1 : 0,1 : 1,D,Petr Cech,,,,,,,27,,6.37,,2,Laurent Koscielny,,,2,,,,90,4,7.06,3,,Héctor Bellerín,,3,1,,,,94,1,6.77,2,,Nacho Monreal,,,2,,,,68,1,6.58,,,Francis Coquelin,,1,3,,,,100,1,7.18,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Danny Welbeck,1,2,1,,,,24,6,7.86,,,Aaron Ramsey,,1,,,,,26,,6.05,,,Mesut Özil,,,1,,,,110,2,7.72,,,Alexis Sanchez,,3,,1,,,86,2,7.81,,,Alex Iwobi,,2,2,,,,65,,7.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
759,15-16,Bournemouth,Liverpool,0 : 2,1 : 2,A,Artur Boruc,,,,,,,41,,7.15,,4,Tommy Elphick,,,1,,,,57,,6.14,,,Simon Francis,,,4,,,,94,,7.58,,,Charlie Daniels,,,,,,,75,,6.25,,,Andrew Surman,1,,5,,,,81,,6.55,,,Max Gradel,,,2,,,,37,1,6.02,3,,Matt Ritchie,,1,2,,,,52,1,6.35,2,,Dan Gosling,,,2,,,,79,2,6.32,3,,Joshua King,,2,1,1,,,45,1,7.96,1,,Adam Federici,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
760,16-17,Arsenal,Liverpool,1 : 1,3 : 4,A,Petr Cech,,,,,,,40,,5.92,,3,Calum Chambers,,,2,1,,,96,2,7.63,,,Héctor Bellerín,,1,1,,,,53,,6.4,1,,Nacho Monreal,,1,3,,,,111,,6.95,,,Francis Coquelin,,,3,,,1,48,,6.19,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Alexis Sanchez,,1,1,,,,27,7,6.44,,,Kieran Gibbs,,,,,,,,,0,,,Aaron Ramsey,,1,,,,,40,,6.28,,,Theo Walcott,,1,4,1,,,39,,7.58,2,,Alex Iwobi,1,,1,,,1,34,1,5.96,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
761,16-17,Bournemouth,Manchester United,0 : 1,1 : 3,A,Artur Boruc,,,,,,,29,,6.75,,4,Simon Francis,,2,3,,,,87,2,5.72,,,Adam Smith,,2,2,1,,,84,1,7.23,,,Charlie Daniels,,1,1,,,,71,,6.58,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Harry Arter,,1,3,,,,65,,6.45,,,Callum Wilson,,,,,,,18,2,5.55,3,,Benik Afobe,,,,,,,8,,6.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jordon Ibe,,3,,,,,58,,6.12,,,Joshua King,,2,2,,,,48,1,6.32,2,
762,16-17,Burnley,Swansea,0 : 0,0 : 1,A,Tom Heaton,,,,,,,51,,7.36,,7,Ben Mee,,,3,,,,52,6,6.91,,,Matthew Lowton,,,1,,,1,62,2,6.68,1,,Stephen Ward,,1,5,,,1,72,,7.28,3,,,,,,,,,,,,,,Scott Arfield,,1,2,,,,34,3,6.85,1,,George Boyd,,1,2,,,,28,3,6.69,1,,David Jones,,,,,,1,50,1,6.02,1,,Sam Vokes,,,,,,,47,13,6.37,,,Lukas Jutkiewicz,,,,,,,6,,6.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
763,16-17,Chelsea,West Ham,0 : 0,2 : 1,H,Thibaut Courtois,,,,,,,23,,6.48,,2,John Terry,,,,,,,76,2,6.72,,,Branislav Ivanovic,,1,1,,,,73,3,7.43,2,,César Azpilicueta,,1,,,,1,83,,6.84,1,,NGolo Kanté,,1,4,,,1,69,2,6.87,2,,Eden Hazard,,9,,1,,,82,2,7.98,,,Willian,,1,2,,,,66,1,7.11,2,,Nemanja Matic,,1,1,,,1,77,3,6.47,2,,Diego Costa,,1,1,1,,1,48,4,7.6,1,,Ruben Loftus-Cheek,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
764,16-17,Crystal Palace,West Bromwich Albion,0 : 0,0 : 1,A,Wayne Hennessey,,,,,,,36,,6.7,,2,Damien Delaney,,,1,,,,47,,6.31,,,Joel Ward,,,,,,,59,3,6.07,1,,Pape Souaré,,,3,,,,74,2,6.92,,,Jason Puncheon,,1,2,,,,67,,7.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Connor Wickham,,,,,,,26,5,6.05,1,,Yohan Cabaye,,,1,,,,11,,6.33,,,Lee Chung-yong,,1,2,,,,40,6,6.98,1,,Andros Townsend,,2,6,,,,59,,7.93,1,,Wilfried Zaha,,2,7,,,1,52,2,6.59,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
765,16-17,Everton,Tottenham,1 : 0,1 : 1,D,Maarten Stekelenburg,,,,,,,41,,7,,3,Mason Holgate,,,3,,,,46,,7.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Gareth Barry,,2,3,,,,49,1,6.98,3,,Gerard Deulofeu,,2,1,,,,29,1,6.65,,,Aaron Lennon,,,2,,,,9,1,6.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,James McCarthy,,1,1,,,,61,1,6.89,2,,Leighton Baines,,,4,,,,58,1,6.58,,,Ross Barkley,,,2,1,,,58,3,7.63,1,,Kevin Mirallas,,1,,,,,46,2,6.75,2,
766,16-17,Hull,Leicester,1 : 0,2 : 1,H,Eldin Jakupovic,,,,,,,35,,6.54,,4,Curtis Davies,,,1,,,1,74,,7.91,1,,Ahmed El Mohamady,,,1,,,,85,,6.82,1,,Andrew Robertson,,1,4,,,,73,,7.1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,David Meyler,,,1,,,,51,1,6.53,,,Abel Hernandez,1,,,,,,22,5,6.62,1,,Josh Tymon,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Robert Snodgrass,,2,3,1,,,63,5,8.43,,,Adama Diomande,,6,1,1,,,57,5,8.23,1,
767,16-17,Manchester City,Sunderland,1 : 0,2 : 1,H,Willy Caballero,,,,,,,31,,6.69,,2,John Stones,,,,,,,85,2,6.48,,,Bacary Sagna,,,1,,,,82,3,6.47,,,Gael Clichy,,,2,,,,107,,6.79,,,Fernandinho,,2,1,,,,109,,7.2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sergio Agüero,,1,,1,,,46,6,7.1,,,Nicolas Otamendi,,,,,,,,,0,,,Kevin De Bruyne,,,,,,,75,1,6.77,3,,Raheem Sterling,,6,,,,,73,1,7.35,1,,Nolito,,1,,,,,34,,6.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
768,16-17,Middlesbrough,Stoke,1 : 0,1 : 1,D,Víctor Valdés,,,,,,,41,,5.82,,,Antonio Barragan,,,1,,,,56,3,6.7,3,,Nsue,,,1,,,,45,,6.66,,,George Friend,,5,1,,,,76,,7.71,,,Adam Clayton,,,2,,,,52,,6.4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,alvaro Negredo,,,1,1,,,35,10,7.42,1,,Viktor Fischer,,,,,,,,,0,,,Gastón Ramírez,1,3,2,,,1,59,5,8.21,3,,Albert Adomah,,2,4,,,,46,3,6.78,2,,Stewart Downing,,,,,,1,49,2,6.8,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
769,16-17,Southampton,Watford,0 : 1,1 : 1,D,Fraser Forster,,,,,,,17,,5.83,,,Maya Yoshida,,,,,,,64,4,7.03,2,,Cédric Soares,,,2,,,,78,4,6.58,1,,Matt Targett,,,1,,,,78,1,6.38,,,Oriol Romeu,,,3,,,,110,1,6.89,,,,,,,,,,,,,,,,,,,,,,,,,,,Steven Davis,,,2,,,,75,2,6.39,,,Nathan Redmond,,2,1,1,,,50,2,8.03,,,Jérémy Pied,,,,,,,25,,6.09,1,,Dusan Tadic,,6,1,,,,99,,8.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
770,16-17,Arsenal,Everton,2 : 0,3 : 1,H,Petr Cech,,,,,,,54,,7.9,,6,Laurent Koscielny,,,,,1,,8,,5.72,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Granit Xhaka,,,1,,,,53,,6.59,1,,Danny Welbeck,2,,1,,,,44,1,8.08,,,Per Mertesacker,,,2,,,,16,,6.72,,,Mesut Özil,1,1,,,,,96,1,7.43,2,,,,,,,,,,,,,,,,,,,,,,,,,,Héctor Bellerín,,1,,1,,,74,3,7.8,,,Nacho Monreal,,,4,,,,37,,7.19,,,,,,,,,,,,,,,,,,,,,,,,,,
771,16-17,Burnley,West Ham,1 : 1,1 : 2,A,Tom Heaton,,,,,,,50,,5.94,,2,Kevin Long,,1,1,,,,48,,6.63,,,Matthew Lowton,,2,3,,,,56,,7.23,,,Stephen Ward,,,2,,,,81,2,6.95,,,,,,,,,,,,,,,Robbie Brady,,1,,,,,30,,6.59,1,,Scott Arfield,,2,3,,,,42,1,6.38,2,,Ashley Westwood,,,,,,1,51,,6.26,2,,Sam Vokes,,,,1,,,45,8,6.8,2,,Ashley Barnes,,,,,,,4,1,6.01,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
772,16-17,Chelsea,Sunderland,1 : 1,5 : 1,H,Thibaut Courtois,,,,,,,37,,6.91,,2,César Azpilicueta,,,4,,,,96,3,7.12,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NGolo Kanté,,2,3,,,,70,,7.26,,,Diego Costa,1,,,,,1,42,,6.72,,,Michy Batshuayi,,,,2,,,17,,8.32,,,Willian,,2,,1,,,82,,8.01,,,,,,,,,,,,,,,,,,,,,,,,,,,Victor Moses,,1,2,,,,75,1,7.59,,,Marcos Alonso,,2,1,,,,49,,7.64,,,,,,,,,,,,,,,,,,,,,,,,,,
773,16-17,Hull,Tottenham,0 : 3,1 : 7,A,David Marshall,,,,,,,47,,5.85,,7,Michael Dawson,,,2,,,,43,,5.91,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tom Huddlestone,,,1,,,,48,,5.82,2,,Oumar Niasse,1,1,,,,,34,4,6.46,2,,Andrew Robertson,,,,,,,6,,5.8,1,,Jarrod Bowen,,,2,,,,23,1,5.92,2,,,,,,,,,,,,,,,,,,,,,,,,,,Omar Elabdellaoui,,,1,,,,38,,6.01,,,Josh Tymon,,1,2,,,,52,,5.29,1,,,,,,,,,,,,,,,,,,,,,,,,,
